Date,Rainfall_mm,Runoff_Volume_m3,Peak_Flow_m3s,Duration_h,Waterlogging_Depth_cm,Soil_Moisture_pct,Infiltration_Rate_mm_h,Impervious_Surface_pct,Drainage_Density_km_km2,Observed_Runoff_m3s,Predicted_Runoff_m3s,Forecast_Error_pct
2023-01-20 07:00:00,9.67,451.98,1.321,1,4.7,43.4,21.31,35.73,0.259,1.99,2.105,5.78
2023-01-20 08:00:00,10.18,281.01,1.587,2,6.94,18.66,28.77,25.2,0.325,0.675,0.625,-7.41
2023-01-20 09:00:00,15.5,368.1,1.881,1,5.85,35.61,34.13,61.58,0.371,0.554,0.566,2.17
2023-01-20 10:00:00,8.88,507.94,1.415,4,12.95,25.38,21.06,16.08,1.126,1.179,1.296,9.92
2023-01-20 11:00:00,17.28,492.29,0.396,4,13.94,20.42,25.78,27.91,0.931,1.687,1.719,1.9
2023-01-20 12:00:00,5.42,526.53,0.563,5,4.55,25.96,14.36,55.32,0.969,0.466,0.493,5.79
2023-01-20 13:00:00,21.14,82.79,1.7,2,12.96,12.49,27.61,6.98,0.215,1.448,1.526,5.39
2023-01-20 14:00:00,5.78,430.63,0.498,2,11.72,37.95,39.51,48.74,1.02,0.217,0.211,-2.76
2023-01-20 15:00:00,21.68,126.99,0.238,1,13.96,18.52,6.72,58.07,0.549,1.846,1.799,-2.55
2023-01-20 16:00:00,5.9,278.7,1.436,4,3.69,35.39,36.03,65.6,0.389,0.254,0.265,4.33
2023-01-20 17:00:00,6.64,351.72,0.865,1,8.65,12.39,24.68,61.96,0.733,1.837,1.837,0.0
2023-01-20 18:00:00,3.39,271.51,1.848,4,4.12,43.43,13.82,25.76,1.004,1.033,1.048,1.45
2023-01-20 19:00:00,4.29,335.79,1.335,1,12.36,16.76,38.42,43.11,0.957,0.951,0.991,4.21
2023-01-20 20:00:00,8.11,598.09,0.272,4,0.08,40.9,21.92,10.02,1.079,1.949,2.057,5.54
2023-01-20 21:00:00,9.94,124.37,1.901,1,8.47,38.33,16.61,21.76,1.121,1.982,1.891,-4.59
2023-01-20 22:00:00,16.44,421.5,0.591,7,5.09,43.88,11.35,11.12,0.362,1.335,1.241,-7.04
2023-01-20 23:00:00,7.03,267.8,0.741,4,4.84,26.73,13.56,25.49,0.566,0.342,0.328,-4.09
2023-01-21 00:00:00,11.05,123.16,0.864,6,9.67,35.46,34.15,61.89,0.116,1.062,1.064,0.19
2023-01-21 01:00:00,9.45,137.31,0.197,1,12.77,22.97,26.5,27.57,1.067,1.105,1.07,-3.17
2023-01-21 02:00:00,11.93,572.1,1.043,2,9.14,16.45,36.96,41.52,0.27,1.077,1.092,1.39
2023-01-21 03:00:00,4.86,533.78,0.334,5,12.8,25.51,13.12,33.17,1.048,1.182,1.076,-8.97
2023-01-21 04:00:00,5.35,548.87,0.862,6,3.97,15.8,9.24,34.83,0.462,0.136,0.136,0.0
2023-01-21 05:00:00,4.86,595.34,0.766,6,7.79,44.37,5.21,68.02,0.505,1.451,1.413,-2.62
2023-01-21 06:00:00,18.61,164.57,1.568,1,6.76,13.37,22.78,24.25,0.143,1.454,1.464,0.69
2023-01-21 07:00:00,21.28,245.49,1.626,5,0.17,30.62,39.94,45.78,0.46,0.319,0.314,-1.57
2023-01-21 08:00:00,5.17,418.07,0.391,2,8.35,31.93,29.32,32.3,1.077,1.183,1.132,-4.31
2023-01-21 09:00:00,5.25,316.09,0.796,6,9.92,28.83,15.79,8.97,0.128,1.18,1.275,8.05
2023-01-21 10:00:00,13.12,280.11,0.809,2,8.88,33.18,35.69,36.81,0.547,1.397,1.309,-6.3
2023-01-21 11:00:00,22.85,246.8,0.388,4,11.04,14.07,32.36,57.87,0.135,0.262,0.272,3.82
2023-01-21 12:00:00,26.13,376.58,1.617,7,8.57,29.43,5.54,11.42,0.508,1.29,1.4,8.53
2023-01-21 13:00:00,4.97,366.58,1.444,5,1.0,20.05,33.59,9.52,0.29,0.633,0.638,0.79
2023-01-21 14:00:00,6.07,138.8,0.462,7,1.75,42.91,15.52,14.99,0.377,1.063,1.143,7.53
2023-01-21 15:00:00,10.32,309.46,0.797,3,8.95,36.67,10.24,54.69,1.065,1.569,1.451,-7.52
2023-01-21 16:00:00,10.68,354.41,0.301,4,4.12,44.04,12.92,52.06,0.58,1.441,1.439,-0.14
2023-01-21 17:00:00,7.24,363.66,1.294,5,1.19,11.31,21.4,41.73,0.401,0.326,0.323,-0.92
2023-01-21 18:00:00,4.17,165.56,0.331,1,6.44,19.98,19.87,35.43,0.748,1.223,1.103,-9.81
2023-01-21 19:00:00,8.12,458.25,1.973,7,8.31,16.84,15.11,62.74,0.256,1.941,1.919,-1.13
2023-01-21 20:00:00,26.11,63.86,1.583,1,4.93,10.39,11.03,54.84,0.385,0.398,0.388,-2.51
2023-01-21 21:00:00,5.42,245.16,0.841,2,10.81,18.48,31.68,57.78,0.701,1.721,1.779,3.37
2023-01-21 22:00:00,9.86,479.12,1.199,6,9.66,33.76,39.65,57.86,0.361,1.435,1.561,8.78
2023-01-21 23:00:00,37.6,360.14,1.832,7,4.99,18.09,32.22,46.78,0.847,1.571,1.441,-8.27
2023-01-22 00:00:00,5.35,193.64,1.153,3,11.32,27.82,15.36,34.77,0.641,0.636,0.614,-3.46
2023-01-22 01:00:00,13.56,432.22,0.432,1,9.73,41.07,13.57,61.2,0.949,0.647,0.64,-1.08
2023-01-22 02:00:00,26.84,362.07,0.82,5,9.56,34.28,12.62,65.19,1.143,1.821,1.805,-0.88
2023-01-22 03:00:00,12.76,487.93,1.702,7,8.3,23.81,9.78,6.55,0.227,0.784,0.827,5.48
2023-01-22 04:00:00,17.73,454.26,1.324,7,0.17,23.04,24.3,8.35,0.468,0.22,0.218,-0.91
2023-01-22 05:00:00,14.83,385.56,1.336,6,10.45,25.95,26.19,67.32,0.452,1.241,1.124,-9.43
2023-01-22 06:00:00,12.06,318.5,1.747,6,5.64,16.2,29.69,23.02,0.266,0.337,0.351,4.15
2023-01-22 07:00:00,20.82,123.25,1.799,5,14.14,32.19,28.81,61.77,0.991,1.614,1.738,7.68
2023-01-22 08:00:00,13.26,193.73,1.848,6,12.27,22.75,15.23,30.27,0.936,1.319,1.323,0.3
2023-01-22 09:00:00,7.3,280.5,0.28,1,8.82,39.83,16.56,12.74,0.633,1.762,1.791,1.65
2023-01-22 10:00:00,9.32,379.61,1.134,5,3.78,36.48,28.85,10.23,0.692,1.591,1.484,-6.73
2023-01-22 11:00:00,10.95,332.54,1.507,5,3.06,31.37,17.23,15.17,0.165,0.313,0.296,-5.43
2023-01-22 12:00:00,6.04,208.5,1.538,2,5.11,22.75,12.44,21.24,0.711,0.824,0.78,-5.34
2023-01-22 13:00:00,9.63,53.56,1.253,3,7.15,17.35,18.1,36.75,0.97,1.572,1.55,-1.4
2023-01-22 14:00:00,8.64,322.93,0.417,7,4.44,37.17,14.52,50.6,0.731,0.893,0.969,8.51
2023-01-22 15:00:00,13.23,207.09,1.615,2,7.72,27.02,8.09,69.12,0.392,1.947,1.955,0.41
2023-01-22 16:00:00,31.55,454.03,1.468,3,2.48,17.87,34.05,33.7,0.834,1.498,1.406,-6.14
2023-01-22 17:00:00,10.05,63.17,0.264,5,14.67,16.83,34.86,38.68,0.498,0.129,0.123,-4.65
2023-01-22 18:00:00,23.23,371.66,0.981,7,1.62,15.79,12.69,38.92,0.699,1.772,1.731,-2.31
2023-01-22 19:00:00,12.91,567.81,0.431,6,13.98,37.2,7.27,40.06,0.636,0.292,0.299,2.4
2023-01-22 20:00:00,9.6,145.93,0.741,3,13.7,18.01,30.86,38.65,0.519,0.367,0.363,-1.09
2023-01-22 21:00:00,5.77,309.41,0.134,5,7.88,28.43,12.4,5.57,0.891,1.496,1.464,-2.14
2023-01-22 22:00:00,9.65,100.28,0.861,5,10.87,25.8,18.77,5.11,1.072,1.743,1.766,1.32
2023-01-22 23:00:00,9.22,394.13,1.145,2,6.54,30.29,7.24,11.35,0.106,1.119,1.061,-5.18
2023-01-23 00:00:00,4.58,352.79,1.277,2,9.45,40.7,12.92,11.6,1.127,0.649,0.594,-8.47
2023-01-23 01:00:00,5.22,274.05,1.361,6,5.11,40.37,32.75,50.82,0.663,0.767,0.694,-9.52
2023-01-23 02:00:00,11.01,336.76,1.689,4,4.52,25.79,33.15,18.32,0.871,0.751,0.714,-4.93
2023-01-23 03:00:00,23.07,543.12,0.509,1,8.67,10.54,12.25,63.16,1.041,0.721,0.662,-8.18
2023-01-23 04:00:00,7.92,157.96,0.329,4,7.47,24.93,16.76,65.36,0.614,0.562,0.544,-3.2
2023-01-23 05:00:00,2.05,62.41,1.718,4,8.69,31.22,9.7,68.43,1.018,1.257,1.326,5.49
2023-01-23 06:00:00,3.33,523.92,0.398,7,4.3,29.52,7.6,66.04,0.295,1.811,1.889,4.31
2023-01-23 07:00:00,13.79,367.41,1.952,7,5.5,32.8,39.73,22.67,0.275,0.683,0.698,2.2
2023-01-23 08:00:00,2.5,539.86,1.701,6,1.26,15.39,27.95,38.14,0.823,0.455,0.487,7.03
2023-01-23 09:00:00,15.33,378.32,1.052,7,0.78,32.63,23.97,16.4,1.057,1.693,1.619,-4.37
2023-01-23 10:00:00,13.27,495.59,1.965,3,3.8,16.39,31.79,57.4,1.082,1.509,1.625,7.69
2023-01-23 11:00:00,7.71,286.32,0.285,6,1.11,36.27,34.4,62.75,0.808,1.869,1.831,-2.03
2023-01-23 12:00:00,4.62,462.42,0.676,6,1.56,21.87,33.24,60.33,0.678,0.414,0.406,-1.93
2023-01-23 13:00:00,6.87,552.17,1.313,5,12.19,34.85,5.58,33.17,0.465,0.374,0.367,-1.87
2023-01-23 14:00:00,10.82,364.67,0.765,5,0.58,11.68,11.54,54.31,1.178,1.129,1.038,-8.06
2023-01-23 15:00:00,2.58,149.43,1.864,5,9.88,24.28,27.92,11.34,0.452,1.267,1.387,9.47
2023-01-23 16:00:00,21.56,197.84,0.225,1,4.09,34.68,18.15,7.62,0.919,1.012,0.939,-7.21
2023-01-23 17:00:00,10.75,159.25,1.144,3,13.07,17.94,39.39,53.96,0.685,1.238,1.199,-3.15
2023-01-23 18:00:00,11.64,185.77,1.223,3,7.27,37.84,28.29,32.65,0.769,0.443,0.427,-3.61
2023-01-23 19:00:00,13.21,218.53,1.34,5,4.58,32.08,38.48,69.71,0.533,1.011,0.925,-8.51
2023-01-23 20:00:00,20.19,355.32,0.586,4,7.76,30.56,12.05,11.32,1.161,1.35,1.256,-6.96
2023-01-23 21:00:00,9.67,373.4,0.793,1,5.73,22.37,35.24,60.62,0.729,0.922,0.838,-9.11
2023-01-23 22:00:00,13.8,284.57,1.703,4,8.46,26.89,16.25,36.2,1.132,1.391,1.333,-4.17
2023-01-23 23:00:00,4.69,388.48,0.47,2,1.72,30.91,39.63,58.76,0.108,0.957,1.027,7.31
2023-01-24 00:00:00,26.2,94.87,1.671,3,14.95,26.54,10.52,58.11,0.73,0.734,0.71,-3.27
2023-01-24 01:00:00,9.19,98.28,1.169,3,6.38,34.44,23.07,64.54,0.889,0.677,0.626,-7.53
2023-01-24 02:00:00,4.66,144.51,1.548,4,5.22,25.18,32.75,24.36,0.92,0.881,0.907,2.95
2023-01-24 03:00:00,5.77,334.94,1.456,1,10.65,17.08,20.14,66.74,1.095,0.144,0.158,9.72
2023-01-24 04:00:00,1.12,167.7,0.494,3,5.46,17.49,21.38,14.86,0.105,1.37,1.297,-5.33
2023-01-24 05:00:00,5.74,205.81,1.181,4,12.5,10.2,39.52,10.33,0.1,1.706,1.631,-4.4
2023-01-24 06:00:00,0.44,270.17,1.749,6,6.81,20.53,19.89,33.06,0.619,0.774,0.847,9.43
2023-01-24 07:00:00,14.5,496.53,0.921,6,10.79,36.21,26.14,58.84,0.132,0.187,0.175,-6.42
2023-01-24 08:00:00,11.39,57.62,1.937,7,1.61,37.8,6.91,35.77,1.172,1.975,1.979,0.2
2023-01-24 09:00:00,3.52,407.16,0.959,1,12.69,17.09,34.48,58.9,0.344,0.601,0.57,-5.16
2023-01-24 10:00:00,8.03,417.88,0.371,4,11.04,43.57,27.69,52.43,0.62,0.341,0.37,8.5
2023-01-24 11:00:00,8.31,489.26,0.84,7,3.18,27.58,19.14,18.61,0.167,0.803,0.88,9.59
2023-01-24 12:00:00,2.87,563.01,1.908,6,2.18,42.09,5.57,66.68,0.674,1.503,1.598,6.32
2023-01-24 13:00:00,6.99,61.08,0.707,1,4.74,34.74,25.71,8.95,0.518,0.658,0.634,-3.65
2023-01-24 14:00:00,8.51,134.58,1.749,7,14.64,35.29,5.44,63.39,0.149,1.192,1.169,-1.93
2023-01-24 15:00:00,6.84,537.39,1.774,5,3.85,12.98,5.04,24.79,0.469,0.89,0.844,-5.17
2023-01-24 16:00:00,4.66,302.19,0.765,1,6.84,17.7,26.56,37.51,0.531,0.324,0.349,7.72
2023-01-24 17:00:00,3.4,360.52,0.258,2,0.45,10.31,11.62,32.45,1.189,0.728,0.788,8.24
2023-01-24 18:00:00,6.65,414.66,1.477,5,5.96,35.06,11.72,16.17,0.329,1.477,1.453,-1.62
2023-01-24 19:00:00,5.16,423.49,0.692,7,8.57,22.06,27.86,28.28,0.699,1.263,1.303,3.17
2023-01-24 20:00:00,12.6,562.46,1.588,4,14.3,37.53,6.88,17.54,1.186,0.328,0.306,-6.71
2023-01-24 21:00:00,21.02,598.32,0.941,5,7.75,21.86,15.97,18.25,0.971,0.41,0.405,-1.22
2023-01-24 22:00:00,15.84,446.09,1.022,5,12.29,38.68,10.23,17.16,1.193,1.317,1.352,2.66
2023-01-24 23:00:00,8.72,207.97,1.578,7,8.21,14.57,25.31,36.79,1.165,1.645,1.607,-2.31
2023-01-25 00:00:00,4.82,533.86,0.826,4,0.61,16.07,28.16,56.87,0.638,0.764,0.742,-2.88
2023-01-25 01:00:00,15.55,77.07,0.942,4,4.73,21.93,30.24,41.98,0.866,1.231,1.108,-9.99
2023-01-25 02:00:00,13.14,177.09,0.815,6,8.63,24.3,13.93,63.06,0.221,0.424,0.45,6.13
2023-01-25 03:00:00,20.06,543.56,0.798,2,14.26,22.2,8.12,46.38,0.585,0.692,0.746,7.8
2023-01-25 04:00:00,9.68,190.91,1.099,4,12.89,36.73,7.75,49.81,0.99,0.139,0.152,9.35
2023-01-25 05:00:00,25.31,171.36,1.637,3,3.43,13.39,19.92,48.39,0.656,1.56,1.628,4.36
2023-01-25 06:00:00,9.68,125.97,0.787,3,3.3,22.29,38.1,34.21,0.873,0.862,0.87,0.93
2023-01-25 07:00:00,4.8,522.51,1.096,2,3.02,39.3,12.62,49.81,0.92,1.651,1.575,-4.6
2023-01-25 08:00:00,5.58,325.03,1.374,1,13.84,12.34,13.99,9.53,0.379,1.446,1.59,9.96
2023-01-25 09:00:00,12.18,421.19,0.612,7,12.79,42.98,8.53,60.89,1.063,1.675,1.705,1.79
2023-01-25 10:00:00,5.15,181.49,0.627,1,11.62,44.52,26.19,55.56,0.606,0.643,0.666,3.58
2023-01-25 11:00:00,25.2,466.92,1.873,3,5.89,13.1,28.8,20.94,0.331,0.452,0.468,3.54
2023-01-25 12:00:00,11.48,468.0,1.475,4,7.57,20.19,27.5,54.92,1.052,1.947,2.081,6.88
2023-01-25 13:00:00,8.58,221.93,1.197,2,6.96,23.03,35.14,5.82,0.56,1.463,1.32,-9.77
2023-01-25 14:00:00,9.13,275.88,1.331,1,3.8,37.17,22.02,19.12,0.925,1.685,1.591,-5.58
2023-01-25 15:00:00,6.78,165.33,0.156,1,7.58,30.86,9.71,9.23,0.703,0.125,0.129,3.2
2023-01-25 16:00:00,1.54,587.11,1.274,7,0.46,32.55,15.13,55.71,0.52,0.773,0.834,7.89
2023-01-25 17:00:00,5.59,405.08,1.068,5,1.98,36.51,28.19,54.13,0.991,1.511,1.567,3.71
2023-01-25 18:00:00,23.18,564.0,1.137,3,13.3,14.13,26.46,57.89,0.743,0.248,0.244,-1.61
2023-01-25 19:00:00,9.87,216.86,0.783,4,11.28,39.16,23.59,5.29,0.53,1.178,1.145,-2.8
2023-01-25 20:00:00,17.08,480.04,0.255,2,6.34,34.7,28.9,37.58,0.221,0.915,0.959,4.81
2023-01-25 21:00:00,17.42,471.22,0.467,1,7.76,30.21,27.31,50.81,1.085,0.133,0.139,4.51
2023-01-25 22:00:00,8.09,430.41,1.906,7,5.55,41.14,35.85,15.1,0.139,0.548,0.56,2.19
2023-01-25 23:00:00,13.29,581.1,0.877,5,11.11,34.51,25.51,47.24,1.05,0.641,0.614,-4.21
2023-01-26 00:00:00,1.74,266.46,0.987,3,11.76,17.06,32.25,10.47,0.496,0.313,0.34,8.63
2023-01-26 01:00:00,21.96,121.89,0.2,3,11.45,25.04,13.7,16.79,0.803,1.3,1.313,1.0
2023-01-26 02:00:00,20.79,419.44,0.171,7,10.84,27.29,28.74,35.93,1.114,0.561,0.594,5.88
2023-01-26 03:00:00,11.95,451.12,1.463,2,3.07,11.93,36.58,47.48,0.267,0.627,0.591,-5.74
2023-01-26 04:00:00,10.13,366.28,1.122,1,5.07,43.41,18.5,14.48,0.724,1.807,1.751,-3.1
2023-01-26 05:00:00,8.17,163.75,1.067,2,7.05,14.5,32.27,17.04,0.941,0.988,1.062,7.49
2023-01-26 06:00:00,18.43,327.45,0.562,7,4.96,34.41,30.37,18.29,0.933,0.845,0.769,-8.99
2023-01-26 07:00:00,14.37,221.7,1.515,7,11.32,27.72,7.08,20.52,0.678,1.475,1.479,0.27
2023-01-26 08:00:00,6.21,285.11,0.42,2,4.94,10.9,25.35,19.73,0.787,1.828,1.821,-0.38
2023-01-26 09:00:00,2.99,404.87,0.461,6,2.07,42.37,9.56,30.68,0.933,0.148,0.155,4.73
2023-01-26 10:00:00,2.46,459.87,0.975,5,5.99,39.81,38.86,47.5,1.025,0.952,0.91,-4.41
2023-01-26 11:00:00,18.3,177.72,0.644,3,14.7,28.35,33.4,33.47,0.938,1.26,1.189,-5.63
2023-01-26 12:00:00,8.03,272.93,0.57,6,3.39,18.01,8.84,55.44,0.489,0.705,0.765,8.51
2023-01-26 13:00:00,11.81,198.04,1.326,4,9.18,14.26,9.26,51.75,1.196,1.568,1.59,1.4
2023-01-26 14:00:00,8.84,159.25,1.337,3,6.49,22.72,25.81,13.22,0.578,1.946,1.792,-7.91
2023-01-26 15:00:00,2.49,480.86,1.667,3,1.07,18.94,17.07,8.17,0.127,1.893,1.777,-6.13
2023-01-26 16:00:00,1.78,550.09,0.894,5,7.32,27.73,6.22,62.07,0.499,0.605,0.665,9.92
2023-01-26 17:00:00,5.86,253.63,0.239,4,10.53,43.82,23.96,10.19,0.241,0.53,0.498,-6.04
2023-01-26 18:00:00,6.28,463.2,0.62,1,7.7,30.12,18.57,14.64,0.234,1.919,1.961,2.19
2023-01-26 19:00:00,6.28,543.35,1.962,4,13.08,41.15,8.54,6.44,0.41,0.971,0.955,-1.65
2023-01-26 20:00:00,6.42,515.37,1.233,1,4.33,32.78,33.07,45.84,0.159,0.496,0.534,7.66
2023-01-26 21:00:00,30.21,150.55,1.449,4,1.29,26.63,37.03,42.85,0.857,1.443,1.517,5.13
2023-01-26 22:00:00,16.91,575.96,0.114,2,14.05,39.91,31.48,69.15,0.181,0.64,0.652,1.88
2023-01-26 23:00:00,9.97,257.17,1.085,7,5.67,26.5,33.78,62.65,0.324,0.608,0.549,-9.7
2023-01-27 00:00:00,7.88,236.58,0.171,4,8.65,40.4,12.58,31.7,0.202,1.771,1.906,7.62
2023-01-27 01:00:00,8.1,84.34,1.182,6,11.88,20.21,14.23,29.15,0.169,0.409,0.404,-1.22
2023-01-27 02:00:00,14.01,317.4,1.849,6,4.86,14.51,12.3,24.3,0.395,0.222,0.241,8.56
2023-01-27 03:00:00,7.82,109.96,1.94,5,10.74,39.94,31.78,14.91,0.729,0.611,0.61,-0.16
2023-01-27 04:00:00,15.76,186.7,1.127,7,2.03,30.56,38.18,13.98,1.161,1.253,1.302,3.91
2023-01-27 05:00:00,10.78,224.32,0.971,7,4.37,41.12,30.09,13.6,1.063,0.334,0.305,-8.68
2023-01-27 06:00:00,30.39,494.85,1.896,1,2.17,42.82,35.85,12.42,1.064,0.996,1.045,4.92
2023-01-27 07:00:00,7.46,531.52,1.38,3,12.17,11.88,27.35,20.63,0.294,1.292,1.25,-3.25
2023-01-27 08:00:00,17.73,216.36,0.223,5,3.34,27.53,18.57,24.93,0.391,1.713,1.662,-2.98
2023-01-27 09:00:00,3.26,522.28,0.985,6,10.76,23.12,19.9,67.5,0.184,0.537,0.496,-7.64
2023-01-27 10:00:00,4.92,521.48,0.556,6,14.15,31.91,7.64,42.6,0.956,1.653,1.536,-7.08
2023-01-27 11:00:00,27.8,470.56,0.993,1,7.92,37.78,6.1,69.19,0.177,0.546,0.512,-6.23
2023-01-27 12:00:00,15.31,130.68,0.965,6,8.1,19.82,29.34,29.21,0.712,1.386,1.338,-3.46
2023-01-27 13:00:00,11.96,429.68,1.206,6,6.92,29.49,20.35,34.75,0.373,0.918,0.99,7.84
2023-01-27 14:00:00,35.47,569.76,0.778,1,4.89,34.81,24.33,26.1,0.368,0.318,0.31,-2.52
2023-01-27 15:00:00,7.97,425.4,0.412,6,7.13,14.71,24.52,16.89,1.19,1.457,1.522,4.46
2023-01-27 16:00:00,17.7,232.39,1.057,3,9.04,38.49,14.71,14.31,0.932,0.514,0.471,-8.37
2023-01-27 17:00:00,18.58,325.32,1.677,2,14.79,31.21,21.66,66.43,1.021,0.436,0.444,1.83
2023-01-27 18:00:00,23.95,405.15,1.362,5,14.07,43.23,21.48,69.14,0.729,0.781,0.778,-0.38
2023-01-27 19:00:00,2.91,330.81,0.743,3,12.93,21.88,18.59,7.92,1.058,1.341,1.469,9.55
2023-01-27 20:00:00,7.93,115.97,1.877,3,13.34,13.79,33.72,14.77,0.81,0.545,0.583,6.97
2023-01-27 21:00:00,10.64,221.64,1.833,2,7.02,27.73,20.79,32.53,1.141,0.449,0.445,-0.89
2023-01-27 22:00:00,23.69,491.32,0.498,7,9.86,13.0,26.13,17.11,0.409,0.119,0.126,5.88
2023-01-27 23:00:00,11.62,523.78,0.175,5,13.43,43.93,36.34,28.65,0.755,0.996,0.935,-6.12
2023-01-28 00:00:00,18.61,125.52,1.508,3,5.89,11.35,35.32,13.39,0.859,0.914,0.925,1.2
2023-01-28 01:00:00,2.66,573.81,1.672,6,14.43,36.37,36.16,34.67,0.532,0.544,0.498,-8.46
2023-01-28 02:00:00,6.56,230.85,1.939,2,6.24,28.38,14.45,22.66,1.068,0.202,0.196,-2.97
2023-01-28 03:00:00,20.74,414.27,1.791,7,9.02,22.9,6.22,27.87,1.178,0.916,0.866,-5.46
2023-01-28 04:00:00,7.27,463.5,1.241,5,10.65,12.3,14.14,11.13,0.643,1.598,1.668,4.38
2023-01-28 05:00:00,8.43,496.57,1.107,4,14.26,31.78,14.75,32.83,0.53,1.459,1.456,-0.21
2023-01-28 06:00:00,23.44,570.16,0.153,1,3.67,30.48,36.83,68.91,0.619,1.736,1.823,5.01
2023-01-28 07:00:00,3.97,222.11,0.569,6,11.19,19.83,27.72,26.37,1.038,0.118,0.118,0.0
2023-01-28 08:00:00,4.85,522.18,0.973,2,7.81,41.86,7.86,61.97,0.81,1.936,1.776,-8.26
2023-01-28 09:00:00,2.38,122.43,1.294,1,4.03,20.64,9.74,59.81,0.149,0.749,0.784,4.67
2023-01-28 10:00:00,24.06,437.77,1.159,7,11.65,25.74,10.45,66.88,0.696,1.982,2.114,6.66
2023-01-28 11:00:00,16.7,458.09,1.511,7,8.28,29.03,27.06,56.36,0.119,0.58,0.627,8.1
2023-01-28 12:00:00,16.41,422.75,0.632,4,9.91,13.51,30.74,47.87,0.956,0.996,1.01,1.41
2023-01-28 13:00:00,6.41,188.77,1.173,3,4.84,42.63,35.09,60.68,0.461,0.772,0.811,5.05
2023-01-28 14:00:00,2.2,530.17,0.267,3,7.22,23.11,37.92,9.92,0.619,0.776,0.815,5.03
2023-01-28 15:00:00,1.59,142.87,0.886,5,9.26,12.83,12.06,35.08,0.979,1.7,1.583,-6.88
2023-01-28 16:00:00,20.84,79.5,1.525,2,6.07,23.56,15.84,69.3,0.151,1.518,1.416,-6.72
2023-01-28 17:00:00,12.53,444.61,1.417,2,2.98,31.01,13.41,55.02,0.274,1.985,1.815,-8.56
2023-01-28 18:00:00,14.25,311.51,1.982,7,14.42,27.98,17.56,67.53,0.538,1.266,1.22,-3.63
2023-01-28 19:00:00,10.28,517.0,0.628,5,7.67,34.31,37.01,55.68,0.353,0.98,0.975,-0.51
2023-01-28 20:00:00,4.35,260.87,1.047,1,11.01,11.94,25.13,61.87,0.472,0.271,0.298,9.96
2023-01-28 21:00:00,6.65,142.55,0.726,3,6.17,19.96,30.84,50.92,1.198,1.993,1.965,-1.4
2023-01-28 22:00:00,3.44,510.04,0.937,3,5.33,38.67,22.15,54.43,1.008,1.148,1.2,4.53
2023-01-28 23:00:00,3.05,351.9,1.728,7,6.11,12.8,6.01,39.01,1.072,1.431,1.486,3.84
2023-01-29 00:00:00,15.78,154.06,1.4,2,6.14,39.94,7.25,65.08,1.131,0.873,0.821,-5.96
2023-01-29 01:00:00,1.75,446.21,1.777,7,8.16,13.22,23.83,58.63,0.475,1.141,1.04,-8.85
2023-01-29 02:00:00,3.46,331.11,0.487,2,8.15,39.21,30.16,59.85,0.427,1.891,1.908,0.9
2023-01-29 03:00:00,6.97,382.37,1.759,5,7.46,22.63,12.54,48.75,0.357,0.416,0.433,4.09
2023-01-29 04:00:00,9.03,303.49,0.214,4,2.02,31.43,30.27,24.8,1.013,0.656,0.721,9.91
2023-01-29 05:00:00,2.35,505.79,1.788,1,7.44,15.35,33.37,7.32,0.848,0.389,0.378,-2.83
2023-01-29 06:00:00,11.51,506.26,0.725,6,2.54,12.32,19.42,65.82,0.36,1.605,1.732,7.91
2023-01-29 07:00:00,9.86,440.16,0.698,4,1.89,17.56,31.12,43.1,0.515,0.218,0.213,-2.29
2023-01-29 08:00:00,20.6,107.97,1.073,4,13.99,14.47,19.14,24.38,0.657,0.255,0.265,3.92
2023-01-29 09:00:00,9.15,511.37,1.887,2,9.07,20.93,28.74,14.69,0.681,0.667,0.68,1.95
2023-01-29 10:00:00,12.36,419.06,0.191,2,9.89,28.0,31.74,58.92,1.078,1.077,0.981,-8.91
2023-01-29 11:00:00,4.57,433.36,0.769,2,6.03,30.61,39.72,59.37,0.519,0.872,0.798,-8.49
2023-01-29 12:00:00,4.74,249.64,1.727,4,13.63,37.65,17.09,57.94,1.099,0.185,0.167,-9.73
2023-01-29 13:00:00,2.61,533.6,0.853,7,9.57,32.97,19.39,46.93,0.586,1.919,1.869,-2.61
2023-01-29 14:00:00,4.61,448.95,0.478,1,11.54,31.31,10.8,28.79,0.921,1.91,2.004,4.92
2023-01-29 15:00:00,6.57,111.92,0.907,7,5.53,24.41,12.14,24.76,1.123,0.631,0.59,-6.5
2023-01-29 16:00:00,19.26,274.28,0.833,2,14.4,26.58,29.27,5.56,1.098,1.49,1.522,2.15
2023-01-29 17:00:00,4.02,537.51,1.839,3,12.31,24.51,37.1,59.18,0.163,1.199,1.148,-4.25
2023-01-29 18:00:00,31.27,75.96,1.548,7,12.81,39.48,18.81,10.68,0.326,0.551,0.584,5.99
2023-01-29 19:00:00,13.13,578.78,1.06,1,2.58,18.05,11.29,46.0,0.625,0.598,0.634,6.02
2023-01-29 20:00:00,11.3,423.54,1.978,3,4.06,10.2,14.98,37.76,0.575,1.033,1.09,5.52
2023-01-29 21:00:00,8.62,397.26,0.984,1,4.28,32.8,20.93,39.23,0.805,0.897,0.901,0.45
2023-01-29 22:00:00,7.42,198.81,0.211,2,4.06,17.09,15.17,65.24,1.139,0.653,0.625,-4.29
